index,0,1,2,3,4,5,6,7,8
11000-1-100,,,0.0,-0.0647999999999999,0.2535518527924468,,,-1.0587985403904,-0.5469918574215162
110-10-1-101,,,0.0,,1.8,,,0.0,
0-1101-1-100,-0.324,,,2.2951810998606987,,,,1.1468738660258733,0.70128364032
1-1101-1-10-1,,,,-7.1125632,,,,4.466795860667323,
0-10000010,0.0150232319999999,,0.3351862886874809,0.088553088,-0.0846067925262071,0.4084285665617511,0.0,,1.1658275084279452
-1-10000011,,,6.05088,0.0,0.0,0.02916,1.3119890614136387,,
-1-1010-1011,,,0.0,,0.0,,0.162,,
-1-1110-1-111,,,,,4.499754996695817,,,,
0001-1000-1,-0.324,-0.5832000000000002,-1.7160192000000003,,,-1.544976,-0.4357204992000001,0.3712122542879538,
0001-10-11-1,-2.22608590848,0.0,-0.324,,,0.0,,,
0011-1-1-11-1,0.9,-1.8,,,,,,,
010-100-101,8.933591721334645,,1.2802613760000003,,1.6050581373002952,0.0,,0.0,
00-10100-10,3.816305018196207,3.380738293267605,,4.584581879216348,,3.055865521226256,3.2900953589002992,,6.144001071160639
00-101-10-11,8.999999999999996,7.110246724805446,,6.620688137457104,,,5.41866782497138,,
010100-1-10,0.0,,2.710547860251645,,0.7905600000000002,1.423988211383014,,,8.916989651668306
11010-1-1-10,,,0.0,,0.0,,,,4.392
0000-1100-1,-0.0074401937842175,-3.24,-1.8,-1.8,,,-0.480743424,-1.5177095516160002,
000-1-11010,0.324,0.2524621105152,0.0,,,,6.270760084789362,,0.1644997248
-101-1-11010,,0.0,,,,,4.392,,0.0
-1000-10010,,-0.3706560000000001,-2.0592,-0.5832000000000002,,-0.5832000000000002,-0.9643043869360126,,3.871925937432955
-1001-1-1010,,-1.8,0.0,,,,0.0,,1.1769525504
000000-110,6.535912784729213,3.3109956037945856,4.3497815712040016,4.2413502675912005,6.104229016140184,3.8369668118328257,,,3.294100017197548
-101000-110,,3.103444589616261,,8.999999999999996,6.15468414553454,6.292881217830503,,,6.65514822687066
-1010-10-111,,0.0,,8.60417581400064,,0.0,,,
000-1-10001,-0.913230526464,-1.696078964736,1.8365261975499576,,,6.882031696941381,-3.224107008,0.3848391788385455,
00-1-1-10011,-3.03264,-1.8,,,,-0.324,4.392,,
1-1-1-1-10011,,,,,,0.0,7.49005056,,
10010-1-100,,0.6533698942255104,5.817373862188616,,-0.0067378894848,,,0.0,0.0
1-1011-1-100,,,0.2760344476876801,,,,,-1.8,6.955405760014205
1-1-111-1-110,,,,,,,,,8.60417581400064
00-100010-1,-1.1778560063186736,-1.83515083776,,-0.324,-0.3360572653315519,0.5211914720256001,,-1.7580096,
00-11001-1-1,6.05088,-1.8,,,2.48125400064,0.0,,,
0010-1-1001,0.0,3.850761616224289,,0.0,,,0.0,0.0,
1-110-1-1001,,,,1.8,,,0.0,8.0336323584,
000-10-111-1,0.0,0.0,0.0,,-1.5408,,,,
-100-11-111-1,,4.392,8.998130773130928,,,,,,
-1-11001-110,,,,7.1125632,0.2482030596096005,,,,0.0
-1-111-11-110,,,,,,,,,8.916989651668306
-100100-100,,-0.085908409270272,0.5355586527413323,,-0.17311968,-0.277344,,-0.2622647808,-0.151593762816
-100110-10-1,,1.2876200586905688,1.2266807298048,,,8.999999689421415,,5.53016592936911,
001000-11-1,0.5998610695164681,2.326094809566048,,1.4801281425166368,0.0,0.566604254221181,,,
101-100-11-1,,0.0,,,0.0,0.162,,,
101-11-1-11-1,,2.6568,,,,,,,
00001-10-10,4.546555478858699,3.9486477896071217,4.691811032321705,2.8184506696780334,,,5.083383004149332,,7.569163185605331
0-1001-10-11,8.999999998533335,,6.000216131592724,2.2650371076096003,,,5.219651741213436,,
00100-1-101,0.0,-0.277344,,6.104480680153978,1.1437223966197716,,,1.0799705052300288,
0000-10-101,-2.577440283003777,-2.2784705006600485,3.975410801921712,0.9354084036782622,,1.1951389735872673,,-3.6687018223760623,
-1010-10000,,-2.0218752,,-1.588176102408192,,-0.99005184,-0.364176,-1.49832,4.500541526918124
-1110-100-10,,,,0.0,,0.324,-0.324,,3.929774643890395
-1110-10-1-11,,,,2.6568,,8.997079333017075,,,
001-111-10-1,0.0,7.635056318330021,,,,,,1.8,
1-11-111-10-1,,,,,,,,8.98259146819755,
10-10-10000,,0.0,,-0.05832,,-0.932952296448,1.7507757046579202,-2.4402280320000003,-1.7533440000000002
10-10-100-11,,-3.0682944,,-3.03264,,-4.392,-0.12926094336,,
10-11-1-10-11,,0.0,,,,,6.640704,,
-11-1010000,,,,-1.7533440000000002,,-2.0218752,-1.8,1.0012558967473768,-0.324
-11-101-1001,,,,-1.6704000000000003,,,-1.8,0.6741045504000001,
-11-1-11-1101,,,,,,,,3.320352,
00101-1-1-10,0.0,-0.324,,-2.0592,,,,,5.628877161152572
0-1111-1-1-10,-3.24,,,,,,,,4.0168161792
10000-1-101,,0.2665517507297281,-1.8,1.40256728064,5.707141427277634,,,-1.8,
100-1000-10,,0.39958272,2.842455444720416,,0.0,0.0,-0.1107585994162175,,-0.1796836608
101-100-1-10,,0.0,,,0.0,0.0,,,3.92128966729728
101-10-1-1-11,,1.8,,,8.381524709376,,,,
-100100-110,,4.399566907392,1.6199999906208409,,7.552248787513221,0.6625274859083373,,,2.137259699767605
-1-11100-110,,,,,3.173172456236581,0.8099940809183688,,,0.8080415401722244
-100-110000,,2.868177618203428,4.501891311416229,,,0.4690659547734216,6.89481264155399,0.8742429779502467,-1.3925390932617951
-101-11-1000,,0.0,,,,,8.505219767500801,1.5908166744146397,0.0
1010-10-100,,4.959511930406507,,-1.5408,,-1.7766719999999998,,-1.8,-0.300402376435005
101-1-10-110,,2.2154090548838403,,,,8.999387491739542,,,-2.124416113113563
10000-100-1,,-1.8,3.874846418270615,0.0,-3.2213376,,0.0,-2.0405376,
1-1100-100-1,,,,0.2916,0.0,,1.04976,3.245534840858621,
1-11-10-101-1,,,,,3.896020224,,0.0,,
110-100-100,,,-2.3037788162594746,,-1.8,-3.24,,-1.565227008,-2.1137195183022754
0-10-100010,0.0,,0.0,,-0.277344,-0.324,4.325791414248575,,0.185732352
0-1-1-110010,2.356365625012283,,,,,0.0,-0.92508605816832,,-3.722896336227306
0-1-1-11-1110,-5.3136,,,,,,,,8.988858539646433
000-10-1011,-1.8,0.324,0.0,,0.0,,0.1425599999999999,,
0010-100-10,0.17216064,3.389056282177019,,-0.9485703246017988,,-0.324,-0.324,,1.7099777470563284
-1010-100-11,,0.0,,-2.556864,,8.933591721334645,-0.324,,
-1011-1-10-11,,4.418935206707332,,,,,-4.392,,
010-101-100,0.0,,0.0,,0.7905600000000002,,,0.956448,6.804665515737535
110-101-10-1,,,4.5473300513022,,0.0,,,7.1125632,
000010-10-1,-1.003726113626109,0.0285151664683773,-0.306007971400515,3.3511315685952825,,2.9260041964249623,,6.960334058626909,
00101-1-10-1,-0.2217997260670117,1.8222013172160925,,-1.8,,,,6.906251766589356,
0-1101-1-11-1,3.5562816,,,4.49996711621316,,,,,
0101-10-100,5.120341455012187,,8.999999999999996,,,4.888102002819944,,6.356347498342648,5.136450183682253
-1101-11-100,,,1.8,,,,,1.574401053772874,8.746672520960411
01-100-1000,-1.624946688,,,-3.1384466841600003,-1.8,,-1.7589053952000002,-0.6494399999999998,1.054703581635564
01-100-1-101,2.0666534400000005,,,0.0,2.2430151936,,,-1.8,
0100-11-100,6.169835382621401,,8.999999999999996,4.288428350957483,,,,2.7381390618513897,5.364718189785147
1100-11-1-10,,,3.24,0.3093115927911731,,,,,8.988858539646433
110-1-11-1-11,,,8.957498701654172,,,,,,
1-1-10-10010,,,,-1.2603127799808005,,-1.0596727296000004,0.0,,-0.9601919999999996
-1-10101-110,,,8.0336323584,,1.5309395581501444,,,,0.1783956297090865
100-110-1-10,,2.2745280182119623,-1.6507399679999994,,,2.9893069426431103,,,8.999999898229609
11-1-110-1-10,,,,,,-1.8,,,8.916989651668306
1100-10-100,,,8.999999999999996,-4.98028674261332,,-4.159885749248502,,3.2721616719802182,-4.034521100099726
1100-1-1-110,,,8.916989651668306,1.8,,,,,-0.8568
-1-1011-1000,,,5.012680982124596,,,,0.93612672,-0.8411851168511246,-1.8
000000-101,6.924715904911257,2.1302584906280493,5.389793052761491,3.184801111172833,5.707533475229384,3.2620120131574395,,4.002242950438724,
000-100-111,0.0,-0.324,0.32332608,,6.400574037528856,-0.324,,,
100-10-1-111,,-0.0374327193599999,-1.8,,1.8,,,,
-10001-1000,,7.011254803360413,3.35384705424382,1.564173786141776,,,2.931819184849008,4.46509622622247,2.565186771548797
-1-1101-1000,,,,1.45452672,,,8.999998148807373,3.238209191560282,5.688122407069962
-1-1101-10-11,,,,4.4988317332068295,,,8.999509993391634,,
00010-100-1,-1.0609085952,-0.3175200000000001,1.4467401181483397,,-0.324,,-0.324,-3.24,
00011-10-1-1,-0.6494399999999998,-3.0711168000000004,1.684431954984961,,,,-1.4597500787419255,,
00-1000010,0.26677426779593,0.019222272,,0.0,0.339965641728,0.1451488666945035,5.492172998716016,,1.6690573726364972
10-100-1010,,-0.324,,-0.324,0.0,,0.0,,0.0
10-1-10-1011,,-1.8,,,0.0,,0.956448,,
000-110-11-1,3.654640081654144,8.999999999519403,2.4340996326338358,,,-1.7719425963417,,,
-11010-1-110,,,-1.8,,7.091651455374405,,,,2.27389400064
00100-100-1,4.509046396937329,-0.0090719999999999,,0.4428400896000001,2.1127868928,,-0.05832,0.2514382391734381,
-10101-100-1,,3.643723101036503,,2.465330528259748,,,8.999982759425164,2.010962813070262,
-11101-1-10-1,,,,-3.24,,,,8.683340651200513,
-100011-100,,-2.398490808448019,2.845674222927409,8.999999999999996,,,,4.048828684451475,3.072596779648797
0000-1-1100,-0.05832,-1.8,0.0,3.9147615752421823,,,,-1.8,-0.6121152000000001
1000-1-110-1,,0.0,-0.324,3.24,,,,0.0,
1-110-1-110-1,,,,6.05088,,,,-1.8,
-1-11-110000,,,,,,-0.7857355436555511,8.99999710751152,3.230087126876402,0.1218521604096003
-10-10-10110,,-2.0592,,0.0,,0.0,,,5.3136
-11-1-1-10110,,,,,,-1.8,,,8.896237064585383
0000-10-111,4.805131851584498,2.0403867827505877,8.999999999999071,5.52156492032377,,3.016680928696651,,,
001-1-10-111,3.24,2.821497917895476,,,,8.99543645783918,,,
-101000-100,,-0.05832,,1.2982034162371403,0.2193680733898163,-1.8,,-0.05832,-1.0389888
-101000-1-11,,-1.8,,1.7966835763200002,0.0,0.0,,,
1000-10-101,,2.67614295956926,3.24,1.1118407261901335,,0.5832,,7.759809458553182,
1001-10-1-11,,8.999999999999071,7.792040448,,,6.718228484109611,,,
