index,0,1,2,3,4,5,6,7,8
100010-1-10,,0.0262351999999999,-0.361,-0.6497999999999999,,-0.361,,,1.9
10-1011-1-10,,0.0,,-1.9,,,,,3.12
0-10000000,0.5479193962841807,,0.7238787274822673,1.0073297143057702,3.558410037021544,0.23676389800916942,1.3930108598035815,0.1625516362445984,1.4551778483033926
-1-10100000,,,0.4819484141824,,-0.7647308480000001,0.0,0.0,0.0,-1.872564
-1-1010-1001,,,0.0,,0.1805,,0.0,0.0,
-1-1011-10-11,,,4.018868628849951,,,,-3.42,,
-110000000,,,-0.06859,-0.312535293696,1.7729740294442338,0.0,0.9912000160491443,0.0,0.0
-110000-110,,,1.9093686272000003,8.00000000010002,2.433779561164009,0.9731692772419922,,,1.8663639930634242
-1-10010000,,,4.811789684958178,0.2623322135598207,,-1.7434186551296,-0.4587308325109758,-0.268376064,-1.1771301457919998
-1-10011-100,,,0.0,4.336,,,,-1.9,-3.42
00-1000100,0.06859,0.0,,0.0,0.0,0.0,,0.9054655505672815,0.0
01-10001-10,0.07987200000000003,,,0.0,0.0,0.0,,,0.361
11-10001-1-1,,,,0.532836,-1.9,3.42,,,
-100000000,,0.04782521270169428,0.40075887483771555,0.6896228526908833,3.5739942677351757,0.05578371496738098,1.0480085246942914,0.044027564671932445,0.9872604522791426
-10-1001000,,-0.3108720000000001,,-0.361,-1.9,,-0.5784663999999999,-0.361,-0.88084
-10-1-101001,,-0.361,,,-2.1546,,0.0,-1.9,
0-10001000,0.04096000000000002,,0.0,-0.35739,0.0,,1.8441393886327022,0.0156494943999999,-0.06859
0-1010100-1,-0.361,,0.0,,0.06859,,0.0,0.0,
-1-1010110-1,,,0.0,,0.0,,,-1.9,
0000000-10,1.651225325759458,0.1002898941444482,0.8088088654375738,0.3920092121435613,4.220178148132637,0.11308022092600181,1.7281214073087103,,1.915347041795538
100-1000-10,,-0.06859,0.922019532288,,3.8327627877751094,0.0,-0.0192052,,0.6433019999999999
11-1-1000-10,,,,,0.0,0.0,-0.2166,,-0.361
11-1-10-10-11,,,,,1.9,,-1.9,,
00-1000010,0.0,0.015899162,,0.0,0.1673596,0.8290199602333769,-0.22021,,0.0722499623999999
10-100001-1,,0.0,,0.5826828800000001,0.0,0.0,0.230572144,,
10-1-10101-1,,0.0,,,0.0,,2.73847751822909,,
11-1-101-11-1,,,,,8.021481689680572,,,,
1-10000-100,,,-0.1234619999999999,-0.22021,0.4139352960000001,0.0,,0.0,0.0
1-1-1100-100,,,,,0.0,0.0,,-1.9,0.0
01-1000000,0.06257493136,,,0.0,0.0,0.0,0.0,0.0,0.6510596725342963
01-100100-1,0.0,,,0.0,0.0,,0.0,0.990161536,
11-10010-1-1,,,,1.3398463999999999,0.0,,0.0,,
11-1-1011-1-1,,,,,2.8044,,,,
0-101-10000,-2.498439477248,,-0.3611647872,,,-1.9,-0.361,-0.51591232,-1.88024608
0-101-1-1010,0.0,,0.0,,,,0.0,,0.361
-1-101-1-1011,,,0.0,,,,4.096,,
10-1000000,,-0.0418399,,0.0304951139999999,0.361,1.5705322801690285,0.0,0.20005638184960003,0.0
10-101-1000,,0.0,,0.0,,,0.0,0.0,1.9
00000-1000,1.1594777276495067,0.045793939238685216,0.5451908184246816,0.7673072293997929,3.8740492097400363,,1.5397015675970207,0.3806809879079911,0.5616466838760534
00100-100-1,-0.06859,0.0,,-0.1214404,0.0,,3.51080052638976,0.0,
101-10-100-1,,0.0,,,4.4935689010854345,,0.0,-0.361,
1-11-10-101-1,,,,,2.92352,,-1.9,,
00-1100000,0.8808400000000001,0.361,,,-0.06859,0.0234577799999999,2.8815888290569496,0.0,0.71210336
00-11-10100,0.0,-0.361,,,,0.0,,0.0,0.0
0-1-11-11100,0.0,,,,,,,1.9,-1.9
100-10000-1,,0.2522667999999999,2.6663410251922004,,0.39897870176,0.1166029999999999,0.0617309999999999,-0.06859,
110-1-1000-1,,,7.792304776806399,,,0.361,1.065672,-0.25600000000000006,
00-1001000,0.0,-0.1234619999999999,,0.5620150416251303,0.0,,0.0,-0.35739,-0.0539940479999999
00-11010-10,-1.9,0.0,,,0.0,,0.0,,-0.361
00001-10-10,1.9457345598259201,-0.08461797119999999,-0.3773056,0.5200329184,,,0.42416056,,3.9292754589865453
0-1001-10-11,0.0,,1.7902312427520002,4.792910083023884,,,0.0,,
0001000-10,-0.3528899183999999,0.0,0.0098193443999999,,0.0130321,0.21405760772145804,1.03329252399104,,0.0
00011-10-10,0.428111344,0.0,0.0617309999999999,,,,0.0,,0.0
-10011-11-10,,0.0,1.1696400000000002,,,,,,0.0
-11-111-11-10,,,,,,,,,4.636
100-1-10000,,-0.5380768645119999,-1.969057856,,,1.1564683021234514,-1.1483204656937565,-0.952779016,-1.91146840064
0000001-10,-0.1234619999999999,0.0,0.00651605,-0.2646196736,0.5960800967377122,0.0387045139199999,,,-0.4158719999999999
001-1001-10,0.0,0.0,,,0.0,0.0,,,-1.9
00000000-1,1.4207020481685442,0.010466750025907138,1.2069757498687463,0.19700079736038373,3.4825101810952783,-0.11188184166857497,1.4154843681549505,0.5847081263402132,
-10000001-1,,-1.9,-1.6,-1.9,0.65536,-0.361,0.0,,
100-100000,,0.0032768000000000016,-0.22027307392,,0.0,0.0,0.9559456840451854,-0.33543623264,0.0
10-1-100100,,0.0,,,0.388436,0.0,,0.0,0.0
10-1-1-11100,,0.0,,,,,,0.0,0.1805
11-1-1-1110-1,,,,,,,,2.6544,
000-10-1001,-0.22021,-0.361,0.8453858438694501,,0.0,,0.0,0.0,
100-10-1-101,,0.0,0.0,,6.709632000000001,,,-1.9,
000-110000,2.039686869725019,0.0,0.0,,,0.0,0.0583435317764096,-0.2653422199999999,-0.0137179999999999
000-1101-10,0.0,0.0,0.0,,,0.0,,,-1.9
0-1000-1010,0.0,,0.0,-0.06859,0.6006442761599999,,0.0,,0.9214668160000001
0-1-110-1010,-0.361,,,,-0.361,,0.361,,0.0
1-1-110-1-110,,,,,-1.9,,,,-1.9
0000-10001,-0.35578716,0.161197331469312,0.0130321,0.7131979556449293,,0.0,0.07154101616,0.12926373119999995,
0-101-10001,0.0,,-0.361,,,0.0,0.48714739884032005,0.0,
0-1-11-10101,0.0,,,,,-1.9,,1.9,
-100000-101,,-2.2759110258688,-1.9984894501376,-0.04232028159999997,-1.881,-1.508803072,,-1.7528228809277442,
000010-100,5.477344116734927,1.2265346268126056,0.9748295929860978,2.5132289772267637,,1.151748618218352,,2.5981300807073873,2.8775427359002834
-101010-100,,2.9011245402283308,,8.0000000000801,,3.5370973400244794,,2.7016247320548215,2.6990075855547495
0000-10000,2.268809531125596,-0.538965884967401,0.15491418073894803,0.1745965295987939,,-0.33203011157503604,0.9648935656811253,-0.06881733287901072,0.6566808398766701
0000-1-1010,-0.1234619999999999,0.0,-1.9,0.0,,,0.11274752,,-0.361
00-10-1-1011,-3.42,0.0,,-1.9,,,6.622105599999999,,
000100-100,2.7464055588374765,1.31943094490718,2.5483637795623943,,1.8448336964092615,1.5173479058154027,,3.176198090328452,5.945773520134004
000101-10-1,-2.8379977318400003,-0.7075640870952268,3.192309937186007,,3.289615946558989,,,8.000000000016799,
0-111-1-1000,-0.361,,,,,,-0.361,-0.1082999999999999,-0.361
-1-111-1-1010,,,,,,,-1.9,,1.71
001000-100,6.357112260761831,0.5063027518054865,,4.029978313259402,0.5537049983330029,0.6319157380542877,,3.673830718568197,3.9904565530834395
101000-10-1,,0.41975013300992,,-0.5283656889597952,0.01911814562091596,-0.2155772895231998,,8.000001176850187,
101-101-10-1,,4.614095098723078,,,-1.1951,,,1.9,
1-11-111-10-1,,,,,,,,8.179295017699904,
-1-10000010,,,-0.104381654016,-0.06859,0.47213890764800004,-0.361,0.0,,-1.370418928
-100010000,,0.0,-0.17822795264,1.4905472973562865,,0.0,0.0,0.0679041,0.0
-10-1110000,,0.0,,,,0.0,0.0,0.0,1.065672
-10-111001-1,,1.9,,,,1.9,-1.9,,
000-110-100,5.0995888657437325,0.1836826296320001,-4.04452028841984,,,-2.6929823563776,,-1.9973282470161324,1.84541679616
010-110-1-10,0.8854930534400001,,-1.9,,,-1.9,,,-0.361
01-1-110-1-11,1.9,,,,,-3.42,,,
00001-1-101,1.1581524067844098,0.0,-0.9386,0.2222316,,,,-0.6497999999999999,
00-101-1-111,-1.6,-1.9,,-3.42,,,,,
-1000-10100,,-3.3761024,-0.22021,-0.361,,-1.881,,-1.1438,3.5063189284664116
000-100100,0.0,0.0,0.0,,0.0,0.7912400641896866,,0.0,-0.06859
000-10-1101,0.0,0.25600000000000006,0.0,,0.0,,,-0.23646016000000009,
001-10-11-11,0.0,0.0,,,1.9,,,,
0-101000-10,0.6299640192000001,,-0.88084,,0.0,-1.8451280000000003,-1.95776,,-0.22021
0-1110-10-10,-1.9,,,,0.0,,0.8808400000000001,,-1.9
0000100-10,0.0130321,0.0,-0.02095726296,-0.0483184,,0.0,-0.06859,,2.0865630714579786
000-1100-11,0.0,0.0,0.0,,,0.04096000000000002,-0.361,,
000-111-1-11,3.42,0.0,-1.9,,,,,,
-10100000-1,,-0.306128,,-0.361,2.494941567886295,-0.25600000000000006,-2.8272,-3.65104,
-10100-101-1,,-1.9,,-1.9,0.0,,0.0,,
001010-10-1,2.0294727059619846,0.2987363117491175,,-0.361,,0.45056,,7.9980843496862075,
101-110-10-1,,2.99674805936128,,,,-3.42,,0.0,
0-11-100000,0.25008231936,,,,0.0,1.9959807899828226,0.0,-0.096026,0.06859
0-11-100-110,0.1805,,,,0.0,-1.9,,,0.0
1-11-100-11-1,,,,,0.95,3.9759781068800004,,,
000000-110,5.543067575328246,1.6195381488388325,3.8164544710979076,2.7039970088692287,1.5518407575514859,1.0787548768170092,,,2.8075472932672847
-100000-111,,1.1696400000000002,3.9695232379912193,8.000000000000242,2.8074787001699755,2.616747335353708,,,
0000-100-11,-0.60902144,1.6259147878011397,-0.0834926208,-0.6512236088960002,,-0.333564,-0.9796096,,
100-1-100-11,,-0.361,-1.9,,,-1.9,-0.361,,
10-1-1-101-11,,-5.0688,,,,-4.636,,,
-100000001,,0.0,0.06924736656,0.0,0.0,-0.251256,5.31956440338706,0.0,
-10000-1011,,-1.64996,0.0,0.0,0.0,,0.0,,
-1-1010-1011,,,3.42,,0.0,,0.0,,
001-10-110-1,1.585512,1.25008,,,7.957712233039921,,,-0.6497999999999999,
0-11-10-111-1,-4.096,,,,0.0,,,,
000110-10-1,-1.397485360463872,0.06519618322437282,-1.4860979199999995,,,3.390264287591779,,8.000000013541497,
0-110000-10,-0.361,,,-1.9,3.7584254653599847,-1.9,-1.9,,-1.6112000000000002
-1000-10010,,-0.361,0.0,0.0,,-0.415872,0.0,,0.9673910720000001
-10-10-10011,,0.0,,0.0,,-1.9,6.7757056,,
010000-100,2.677356794102815,,4.497134291358401,2.1325822297585733,1.7637357514384413,1.134198822840994,,2.092638325587827,1.8022009524458384
01-1100-100,0.6389184000000001,,,,8.074367226888153,0.47977649536000005,,0.4992000000000001,1.863073792
000-1-11000,0.0,-0.06859,-0.3335639999999999,,,,-0.361,0.0,-0.2896664
0-10-1-11001,-1.6112000000000002,,0.0,,,,-3.12,1.0842176000000001,
1-10-1-11-101,,,6.9677056,,,,,0.0,
001-100-110,0.0,0.0,,,2.166460416,0.4992000000000001,,,0.0
001-1-10-111,7.36616448,0.0,,,,1.9,,,
0-1-1000001,-0.2985707000832,,,-0.1234619999999999,-0.361,-3.3761024,-1.3136204800000004,1.1696399999999998,
0-1-1010-101,3.42,,,0.0,,-0.2774000000000001,,0.0,
0000-11000,0.0,0.0182449399999999,0.0,0.1927982592,,,3.6776715559138466,0.1563358151999999,0.0
0000-11-110,0.6497999999999999,-0.361,7.492931584,0.0,,,,,1.065672
0-110-11-110,-1.9,,,-1.64008,,,,,1.6499182063218905
000-1100-10,6.053916192198446,0.08680688855040004,1.7696441715563684,,,-0.19321479307263995,1.03674548608,,1.2343875477512194
00-1-1100-11,7.976754796624117,0.361,,,,0.4992000000000001,1.8590528000000002,,
-10-1-1101-11,,3.3548160000000005,,,,0.0,,,
10-100100-1,,0.0,,0.0,0.0,,0.0,0.096026,
11-1-1110-1-1,,,,,,,6.622105599999999,,
0-10010-100,1.423998976,,0.7679198149089524,4.211093657154895,,0.8334741094400001,,0.2577337839999999,1.0202636259660922
0-10110-10-1,0.0,,-0.18816992,,,8.039754905498794,,0.44042,
100010-10-1,,1.2546648899202222,3.7265869608397533,1.622002988428462,,5.955209885247669,,1.6,
10-1010-11-1,,3.632752241228836,,0.0,,8.00400062346455,,,
01000-1-100,0.0,,0.0,0.0,0.0,,,2.3916752512,0.0
01-100-1-110,0.0,,,0.0,5.6088000000000005,,,,0.0
001-100-101,6.709632000000001,1.138208,,,-1.465128,0.0,,-1.159,
0-11-110-101,5.3088,,,,,0.0,,0.0,
10-100-1000,,-1.58,,-0.361,-1.9,,-1.9,-1.4573328,1.1489439760384004
10-11-1-1000,,0.0,,,,,6.469632,-1.9,0.0
000000-101,5.617349672996688,0.4390577696103063,1.2255366088769364,2.93910406597234,2.9871143149507438,1.0054865396475072,,1.4734153906214134,
-100100-101,,2.361787744281515,0.0,,4.186340754569677,1.3681385562814337,,0.6816736381452637,
-1001-10-111,,0.8821775066814906,8.015401324747137,,,1.4368234079683737,,,
-1-100101-10,,,6.001152,-2.1698000000000004,,-1.9,,,-1.6112000000000002
-1-101101-1-1,,,6.89768448,,,0.0,,,
-100010-110,,3.6938636508401186,3.1502504448,8.000000000002254,,1.4379574662230834,,,-0.89836092878974
-10001-1-111,,0.0,0.0,5.6088000000000005,,,,,
00-11000-10,-0.361,0.0,,,0.0,0.388655488,0.0,,-0.361
00-1100-1-11,0.0,0.5848200000000001,,,4.152531563905025,-3.42,,,
000001-100,3.697783008563789,2.3313127155354305,1.9501878409059223,2.317092247328621,3.598822260608471,,,2.254416180111081,5.1573452295767375
001001-10-1,2.2300347207680002,1.3924655373453874,,4.253594642190926,0.6497999999999999,,,8.000001143362768,
001-101-11-1,8.023938671504467,1.7405215017699904,,,0.0,,,,
-1001-100-11,,0.55594,-0.361,,,-1.9,0.0,,
-1011-1-10-11,,1.4400000000000002,,,,,-1.9,,
0000100-1-1,0.5354416760533847,-0.361,-0.361,-1.9,,-1.6750248,3.099585361858598,,
000-1101-1-1,5.2141055651014625,0.0,0.0,,,0.82403047768064,,,
10-1-1101-1-1,,0.0,,,,3.9930715722612606,,,
0100000-10,0.0,,-0.0120992759999999,0.0234577799999999,0.3100268,0.0,2.459406106619564,,-0.361
01-10010-10,-0.361,,,0.0,0.0,,0.0,,0.06859
-11-10110-10,,,,0.0,,,0.0,,-1.9
-100-101000,,0.0,0.0,,-1.872564,,0.10485760000000002,-0.06859,-0.3299539999999999
-100-1010-11,,0.3248999999999999,0.0,,0.0,,0.0,,
-110-1-110-11,,,0.0,,,,1.71,,
-100010-101,,2.1567932860652315,2.4424814515322884,8.000000000000924,,1.8587256909810077,,2.2121895636480002,
-1-10011-101,,,7.60616448,3.42,,,,0.0,
00-1000000,0.4502135049059442,0.11082338629749838,,0.314880769594572,3.9739175199265406,-0.00834002962044238,1.1851208478814759,0.006621142712721385,1.5059683255870708
00-10-10001,-1.510177456,-0.8866529663999999,,-0.88084,,-0.320051048,0.38151637037055997,-0.3936034981542933,
10-10-100-11,,-1.11188,,-3.12,,-0.361,0.6497999999999999,,
10-1-1-110-11,,-3.42,,,,,-1.9,,
-100110-100,,-1.1881652071561424,-1.1532778892287998,,,2.959396596430258,,-1.1337690972159997,-1.4751642224655692
-110110-1-10,,,-3.119648,,,1.002032032,,,7.7479452672
-11-1110-1-11,,,,,,3.9354739884032,,,
0-100100-10,0.8330703053776488,,6.073206160463296,0.18541449216000006,,0.7460968980480002,0.0,,0.76887864645632
0-101100-1-1,-1.6112000000000002,,-1.9,,,2.8800000000000003,0.0,,
1-1011-10-1-1,,,0.0,,,,4.636,,
0000000-11,0.06859,0.0,0.06945494323200005,-0.06859,1.3337881285415747,-0.21875860672,0.135830368288,,
000001-1-11,-0.361,-0.6497999999999999,2.118336953974784,-1.9,-1.195328,,,,
-100101-1-11,,-3.12,-1.9,,1.6845218304950211,,,,
0-10-110000,5.79662705159604,,3.2050248573916287,,,0.07409998208000004,2.853354854774288,1.549518611355024,1.4094910109736962
0-11-11-1000,0.0,,,,,,8.224931584,0.1805,0.361
-1-11-11-1001,,,,,,,4.636,-1.9,
1000000-10,,0.1140064569599999,0.031798324,-0.06859,0.9148607561928289,0.0,-0.06859,,0.361
1000-101-10,,0.0,-0.0722,0.361,,0.0,,,0.776872
10-10-111-10,,6.387040000000001,,0.0,,,,,0.0
00010-100-1,-0.361,-0.361,0.144039,,-0.0095735120639999,,-1.9,-0.041154,
0-1010-101-1,0.0,,0.1805,,-0.361,,0.0,,
0-1110-1-11-1,2.318,,,,0.0,,,,
00-10000-11,-0.0246923999999999,-0.06859,,0.419502650224804,5.249018338328622,-0.2641076,0.149306712,,
-10-10010-11,,-0.361,,-0.361,0.0,,0.0,,
-10-1101-1-11,,-3.42,,,1.9,,,,
000011-10-1,-0.2322838630399997,0.4103848,-1.1192230399999996,4.295742291964533,,,,8.000000000155817,
01-1011-10-1,0.0,,,0.0,,,,7.60616448,
0100-10-100,-1.38016,,1.3524328857599999,-3.42,,-1.9,,-0.361,0.0
-1-10110-101,,,0.0,,,3.8271699111638005,,0.3248999999999999,
-1-1011-1-111,,,8.0046172087165,,,,,,
000-10-1100,-0.6497999999999999,-1.9,-0.361,,0.7343606677248001,,,-1.14912,-1.6112000000000002
10-1-10-1100,,-1.9,,,0.054872,,,-1.9,-1.9
101-100-100,,-0.19451309465599997,,,-1.4810940866559998,-0.982253568,,-0.361,0.10502457929039809
1-11-100-101,,,,,0.0,-1.9,,-1.9,
00-11-10000,-1.723832,-0.4597696,,,,-1.954872,0.45431361280000004,-3.42,-1.9
00-11-1010-1,0.0,0.0,,,,-1.9,,-1.9,
10000-1-101,,0.0,0.361,0.0,2.014651103707136,,,0.2683182023424,
1000-1-1-111,,1.354472,7.207705600000001,0.0,,,,,
1-110-1-1-111,,,,6.9677056,,,,,
0000-1-1100,-1.9,-0.8588912000000001,-2.03076864,-0.05920329981951994,,,,-0.306128,-0.6497999999999999
-1000-1-1101,,-3.42,0.0,1.2135376000000002,,,,7.2945180672,
-100100-110,,4.38608245231134,2.5750336000000003,,2.59351215019473,1.121577975044595,,,0.16162631679999995
-100101-11-1,,-1.9,0.0,,7.17416448,,,,
0-1001-1000,0.7333608544691176,,2.7112070276833613,1.3380067392122017,,,5.317841891191433,0.8770908787904408,2.413969642313624
0-1-111-1000,1.585512,,,,,,0.0,0.0,-1.6112000000000002
0-1-111-10-11,7.835677987228877,,,,,,0.0,,
000-100001,-0.00815178432,-0.0017024759999999,0.0,,-0.306128,0.9580070205439999,0.0,0.0,
0-10-100101,0.0,,0.0,,0.9386,0.0,,0.0,
0-10-1-11101,0.0,,0.0,,,,,1.9,
-10-1000010,,-0.04253713203199998,,-0.306128,-0.6497999999999999,-0.415872,-0.361,,-0.361
-10-100-1110,,0.0,,-1.9,-1.159,,,,1.9
011-100-100,5.5014400000000006,,,,-0.361,-0.306128,,0.0,-1.0474623999999997
011-10-1-101,0.0,,,,4.636,,,0.361,
011-11-1-1-11,7.5077056,,,,,,,,
0-1-1010000,4.095607630628317,,,-0.634010884359113,,0.04244127744000048,-1.079849845248,-1.675942690816,1.04196836096
1-1-101000-1,,,,0.0,,4.036718001072758,-1.9,0.5302427680260098,
1-1-1010-11-1,,,,-3.42,,3.9075310721040384,,,
011-101-10-1,8.224931584,,,,0.8808400000000001,,,1.9,
00000100-1,0.0,0.088933794,0.0,0.0,1.843895401675592,,0.0,0.361,
1-1000100-1,,,0.0,0.0,0.0,,0.361,0.0,
1-10101-10-1,,,0.0,,3.1188090271782998,,,6.9677056,
0010-10-100,-0.361,-0.361,,-0.041154,,1.0805116928,,-0.062336532736,-0.6497999999999999
0110-10-10-1,3.12,,,-1.9,,0.0,,1.40068,
11-1000-100,,,,0.95335768,1.9,5.62101489514525,,0.0,2.025319744
11-101-1-100,,,,0.0,,,,0.4625984000000001,1.6
11-111-1-1-10,,,,,,,,,6.08704
10-11-1000-1,,0.0,,,,-0.361,4.636,0.0,
0100-1000-1,-0.361,,-0.361,-0.361,,-1.8048,-0.361,-0.5448000000000001,
01-10-1001-1,-1.6,,,-1.6,,-1.9,0.0,,
0-10110-100,0.0,,0.0,,,1.7776117796085193,,-1.9,-0.361
0-1111-1-100,1.4376295253893907,,,,,,,0.0,0.0
-1-1111-1-110,,,,,,,,,4.00426170523442
-110-100000,,,-0.04096000000000002,,-1.6,-0.06859,0.18614017889206214,-1.9109744,-1.9
-11-1-100010,,,,,0.0,0.0,0.361,,0.361
-11-1-10-1011,,,,,0.0,,4.336,,
-10-1010-111,,7.02056448,,1.9,,0.0,,,
0001-1-1000,3.700716379311309,0.0,0.0,,,,-0.35739,0.0,0.0
-11010-1-110,,,1.065672,,6.524085685008934,,,,0.0
-1111-1-1-110,,,,,,,,,8.024151844927937
000-1-10001,0.0137179999999999,-0.361,-0.396378,,,3.01124299360746,0.0,-0.5071327999999999,
01-1-1-10001,-1.9,,,,,0.70034,0.0,0.0,
0001-10000,1.4112033865793385,0.361,0.0,,,0.106462873888,0.0713637796,0.0,0.346262177888
-1011-10000,,0.0,,,,1.3526236799999998,0.0,0.361,0.0
-1011-1-1010,,0.0,,,,,0.0,,5.3088
00-1-110000,1.2573529633336067,-0.09647314055987205,,,,0.47594479104000004,0.3986976499176638,0.6920890465280002,5.08369684882638
10-1-110-100,,0.361,,,,-0.3979312819199999,,1.1742930534400002,7.943737430575186
10-1-111-10-1,,-4.636,,,,,,3.80308224,
000010-11-1,-0.20854630696878074,2.1653084559969296,-1.3550093954916171,-0.361,,-1.9,,,
100-110-11-1,,2.5388545260851827,0.0,,,-3.42,,,
010-100000,0.0,,0.0234577799999999,,2.3708144279043104,0.06859,0.0,0.0,-0.06859
011-10-1000,0.0,,,,0.0,,0.6497999999999999,0.0,0.0
00010-10-10,0.0,0.0,0.0,,0.178334,,1.28911095554048,,0.0
00-110-11-10,4.636,0.0,,,0.0,,,,0.0
0100-10000,0.0,,0.006389760000000003,1.3099458090081895,,0.0,0.6246847968,0.01694173,0.0
010-1-10100,0.0,,0.0,,,0.0,,0.0,1.121988
010-1-1011-1,3.42,,0.0,,,0.0,,,
0000001-1-1,5.39297579729732,-0.07023743999999993,1.884112243175432,-0.3547696000000001,0.406831959904256,0.3876832525957597,,,
0-101001-1-1,0.0,,-0.361,,0.0,0.0,,,
-1-111001-1-1,,,,,1.6,-1.9,,,
001-110-100,7.5943452672,1.414796544,,,,0.20247768,,0.0,0.0
1-11-110-100,,,,,,0.0,,0.0,1.2709256256
10-1000-100,,-3.42,,-0.594928,-0.2051201999999999,-2.1888,,-1.9,-1.8451280000000003
10-100-1-101,,-0.0722,,0.0,5.0688,,,0.361,
11-100-1-1-11,,,,0.0,1.9,,,,
00100-1000,0.06859,0.0,,0.0,2.5702950752386764,,0.06859,0.0,-0.415872
0010-1-1100,0.7046720000000001,2.156496128,,0.0,,,,0.0,0.361
0-110-1-1110,0.0,,,4.636,,,,,0.0
-10000010-1,,-2.1888,-0.554975318016,0.1607073792,3.142156819815295,-0.415872,,0.0,
-1-1000110-1,,,-1.9,-1.9,0.361,,,-0.361,
-1-10-10111-1,,,-1.9,,0.0,,,,
00-1010-101,5.821845867977933,-0.361,,-1.9,,-0.361,,-1.9,
0-1010-1000,-0.2622304,,0.5331861196800001,,0.0,,-0.00932824,-0.0137179999999999,-0.4122619999999999
0-1-110-1001,0.0,,,,0.0,,-1.9,-0.361,
101000-1-10,,0.0,,0.0,0.0,-4.464643072,,,8.2457319768064
10100-1-1-11,,-1.6112000000000002,,-1.9,0.0,,,,
1-1110-1-1-11,,,,,4.636,,,,
0001-100-10,0.2222316,-0.3335639999999999,-0.20516352,,,-2.1888,-0.06859,,-0.6497999999999999
01-11-100-10,0.0,,,,,0.0,0.7942,,0.0
01-11-1-11-10,4.636,,,,,,,,0.95
0000-10010,0.0,0.0130321,0.361,0.8808400000000001,,0.9069878975569573,0.0,,0.0
1000-1-1010,,0.03279999999999994,0.0,0.0,,,0.0,,-0.0722
1010-1-101-1,,0.0,,4.636,,,-1.9,,
10-11-110-1-1,,-3.42,,,,,4.636,,
-1001-11-101,,-1.9,7.976754796624117,,,,,-0.21696700579839945,
000-1010-10,0.01701032,-0.06859,-0.06859,,0.0,,0.3984519305599999,,0.0
001-1010-1-1,-0.361,-1.6112000000000002,,,0.9350400000000002,,0.0,,
1-11-1010-1-1,,,,,-3.42,,-3.42,,
010001-10-1,2.0725107200000004,,2.67691343184255,3.272580402351309,3.158402304,,,8.000002868704568,
01-1101-10-1,-1.9,,,,0.0,,,6.89768448,
100-100-100,,0.06859,-0.1763124,,0.15536677568,0.0,,0.0836798,2.0626820754350366
100-100-1-11,,0.0,0.8808400000000001,,8.350185581445121,1.354472,,,
00100000-1,0.8000830635396194,0.0473847155999999,,0.0,0.9001514715656018,0.2661291999999999,0.2157345576608,0.19909662816384,
0110000-1-1,0.361,,,-1.9,0.0,0.0,0.0,,
-1111000-1-1,,,,,1.9,0.0,0.0,,
000-10010-1,0.5592445329119641,-0.21869041663999997,2.389941294906473,,0.4201150720000001,-0.361,,0.05800090081683306,
-101-10010-1,,0.0,,,5.5014400000000006,0.0,,1.1696400000000002,
-101-10-111-1,,-1.9,,,5.6088000000000005,,,,
01000000-1,-0.06859,,0.0,0.06859,0.06257493136,2.8016445720297947,0.0,0.22534663999999993,
1100000-1-1,,,0.2283108399999999,0.0,0.0,0.0,0.0,,
1-1000000-1,,,-0.06859,0.361,-0.2030815871385599,0.0,0.0,1.0383997568171195,
